				
   0.	   0.	   1125825.1	   531.46475	   0.
				
				
   0.0202020	  -138.12247	   1127679.2	   531.84765	   0.
				
				
   0.0404040	  -276.24537	   1129706.3	   532.26593	   0.
				
				
   0.0606061	  -414.36870	   1131905.1	   532.71920	   0.
				
				
   0.0808081	  -552.49247	   1134274.1	   533.20702	   0.
				
				
   0.1010101	  -690.61667	   1136811.5	   533.72893	   0.
				
				
   0.1212121	  -828.74129	   1139515.6	   534.28446	   0.
				
				
   0.1414141	  -966.86636	   1142384.6	   534.87307	   0.
				
				
   0.1616162	  -1104.9918	   1145416.3	   535.49420	   0.
				
				
   0.1818182	  -1243.1178	   1148608.8	   536.14729	   0.
				
				
   0.2020202	  -1381.2441	   1151959.7	   536.83170	   0.
				
				
   0.2222222	  -1519.3709	   1155466.7	   537.54680	   0.
				
				
   0.2424242	  -1657.4981	   1159127.3	   538.29191	   0.
				
				
   0.2626263	  -1795.6258	   1162939.1	   539.06633	   0.
				
				
   0.2828283	  -1933.7539	   1166899.2	   539.86934	   0.
				
				
   0.3030303	  -2071.8824	   1171005.1	   540.70016	   0.
				
				
   0.3232323	  -2210.0114	   1175253.7	   541.55803	   0.
				
				
   0.3434343	  -2348.1407	   1179642.2	   542.44212	   0.
				
				
   0.3636364	  -2486.2706	   1184167.4	   543.35162	   0.
				
				
   0.3838384	  -2624.4008	   1188826.2	   544.28566	   0.
				
				
   0.4040404	  -3053.6604	   1193615.4	   545.24334	   0.
				
				
   0.4242424	  -3191.7925	   1198531.5	   546.22380	   0.
				
				
   0.4444444	  -3329.9249	   1203571.1	   547.22609	   0.
				
				
   0.4646465	  -3468.0578	   1208730.8	   548.24927	   0.
				
				
   0.4848485	  -3606.1911	   1214006.9	   549.29238	   0.
				
				
   0.5050505	  -3744.3249	   1219395.7	   550.35444	   0.
				
				
   0.5252525	  -3882.4591	   1224893.5	   551.43444	   0.
				
				
   0.5454545	  -4020.5937	   1230496.4	   552.53138	   0.
				
				
   0.5656566	  -4158.7287	   1236200.5	   553.64422	   0.
				
				
   0.5858586	  -4296.8642	   1242001.7	   554.77192	   0.
				
				
   0.6060606	  -4435.0001	   1247896.2	   555.91341	   0.
				
				
   0.6262626	  -4573.1364	   1253879.6	   557.06764	   0.
				
				
   0.6464646	  -4711.2732	   1259947.9	   558.23353	   0.
				
				
   0.6666667	  -4849.4104	   1266096.8	   559.40998	   0.
				
				
   0.6868687	  -4987.5481	   1272322.0	   560.59590	   0.
				
				
   0.7070707	  -5125.6861	   1278619.1	   561.79019	   0.
				
				
   0.7272727	  -5263.8246	   1284983.8	   562.99174	   0.
				
				
   0.7474747	  -5401.9636	   1291411.5	   564.19943	   0.
				
				
   0.7676768	  -5540.1029	   1297897.9	   565.41217	   0.
				
				
   0.7878788	  -5678.2427	   1304438.3	   566.62882	   0.
				
				
   0.8080808	  -6107.4886	   1311028.2	   567.84824	   0.
				
				
   0.8282828	  -6245.6302	   1317663.0	   569.06940	   0.
				
				
   0.8484848	  -6383.7722	   1324338.1	   570.29114	   0.
				
				
   0.8686869	  -6521.9146	   1331048.7	   571.51236	   0.
				
				
   0.8888889	  -6660.0575	   1337790.1	   572.73197	   0.
				
				
   0.9090909	  -6798.2008	   1344557.8	   573.94887	   0.
				
				
   0.9292929	  -6936.3446	   1351346.9	   575.16198	   0.
