   1.3535354	   586.09522	   588.74951	   603.97985	   750.67427	   1032.2705	   0.
   1.3737374	   586.89228	   589.50542	   604.52365	   749.23160	   1026.0002	   0.
   1.3939394	   587.67345	   590.24374	   605.03974	   747.66004	   1019.3821	   0.
   1.4141414	   588.43833	   590.96411	   605.52790	   745.96082	   1012.4279	   0.
   1.4343434	   589.18652	   591.66619	   605.98795	   744.13528	   1005.1493	   0.
   1.4545455	   589.91766	   592.34963	   606.41973	   742.18487	   997.55830	   0.
   1.4747475	   590.63140	   593.01416	   606.82311	   740.11114	   989.66711	   0.
   1.4949495	   591.32742	   593.65949	   607.19801	   737.91572	   981.48798	   0.
   1.5151515	   592.00543	   594.28537	   607.54435	   735.60033	   973.03327	   0.
   1.5353535	   592.66515	   594.89158	   607.86210	   733.16681	   964.31535	   0.
   1.5555556	   593.30632	   595.47791	   608.15125	   730.61706	   955.34659	   0.
   1.5757576	   593.92873	   596.04418	   608.41181	   727.95309	   946.13933	   0.
   1.5959596	   594.53204	   596.59012	   608.64372	   725.17688	   936.70571	   0.
   1.6161616	   595.11629	   597.11580	   608.84727	   722.29082	   927.05815	   0.
   1.6363636	   595.68120	   597.62100	   609.02245	   719.29705	   917.20858	   0.
   1.6565657	   596.22662	   598.10563	   609.16937	   716.19793	   907.16891	   0.
   1.6767677	   596.75242	   598.56959	   609.28818	   712.99585	   896.95089	   0.
   1.6969697	   597.25849	   599.01284	   609.37904	   709.69330	   886.56610	   0.
   1.7171717	   597.74473	   599.43531	   609.44215	   706.29286	   876.02593	   0.
   1.7373737	   598.21107	   599.83699	   609.47771	   702.79713	   865.34157	   0.
   1.7575758	   598.65745	   600.21786	   609.48594	   699.20883	   854.52400	   0.
   1.7777778	   599.08380	   600.57791	   609.46710	   695.53071	   843.58401	   0.
   1.7979798	   599.49010	   600.91716	   609.42143	   691.76559	   832.53213	   0.
   1.8181818	   599.87633	   601.23562	   609.34922	   687.91635	   821.37870	   0.
   1.8383838	   600.24246	   601.53334	   609.25075	   683.98590	   810.13382	   0.
   1.8585859	   600.58849	   601.81035	   609.12633	   679.97725	   798.80737	   0.
   1.8787879	   600.91443	   602.06670	   608.97626	   675.89340	   787.40900	   0.
   1.8989899	   601.22030	   602.30245	   608.80088	   671.73745	   775.94812	   0.
   1.9191919	   601.50610	   602.51765	   608.60050	   667.51248	   764.43393	   0.
   1.9393939	   601.77186	   602.71236	   608.37546	   663.22167	   752.87541	   0.
   1.9595960	   602.01761	   602.88666	   608.12611	   658.86819	   741.28131	   0.
   1.9797980	   602.24337	   603.04061	   607.85279	   654.45526	   729.66017	   0.
   2.	   602.44904	   603.17413	   607.55570	   649.98598	   718.02014	   0.
