					
   0.	   532.30320	   542.62608	   542.82884	   545.40105	   531.46475
					
					
   0.0202020	   532.68871	   544.02193	   544.24453	   547.06870	   531.76819
					
					
   0.0404040	   533.10156	   545.43590	   545.67815	   548.75202	   532.09973
					
					
   0.0606061	   533.54140	   546.86683	   547.12852	   550.44965	   532.45908
					
					
   0.0808081	   534.00784	   548.31354	   548.59445	   552.16019	   532.84590
					
					
   0.1010101	   534.50048	   549.77487	   550.07475	   553.88227	   533.25986
					
					
   0.1212121	   535.01888	   551.24962	   551.56821	   555.61447	   533.70060
					
					
   0.1414141	   535.56260	   552.73661	   553.07360	   557.35540	   534.16771
					
					
   0.1616162	   536.13116	   554.23461	   554.58972	   559.10364	   534.66078
					
					
   0.1818182	   536.72406	   555.74244	   556.11533	   560.85780	   535.17939
					
					
   0.2020202	   537.34078	   557.25888	   557.64919	   562.61645	   535.72306
					
					
   0.2222222	   537.98080	   558.78272	   559.19008	   564.37818	   536.29131
					
					
   0.2424242	   538.64355	   560.31273	   560.73674	   566.14158	   536.88365
					
					
   0.2626263	   539.32845	   561.84770	   562.28795	   567.90525	   537.49954
					
					
   0.2828283	   540.03491	   563.38641	   563.84246	   569.66777	   538.13844
					
					
   0.3030303	   540.76231	   564.92764	   565.39903	   571.42775	   538.79979
					
					
   0.3232323	   541.51002	   566.47018	   566.95642	   573.18378	   539.48300
					
					
   0.3434343	   542.27739	   568.01281	   568.51339	   574.93449	   540.18748
					
					
   0.3636364	   543.06375	   569.55432	   570.06872	   576.67848	   540.91259
					
					
   0.3838384	   543.86843	   571.09351	   571.62116	   578.41439	   541.65770
					
					
   0.4040404	   544.69070	   572.62915	   573.16949	   580.14083	   542.42214
					
					
   0.4242424	   545.52989	   574.16009	   574.71251	   581.85649	   543.20526
					
					
   0.4444444	   546.38526	   575.68513	   576.24901	   583.56001	   544.00637
					
					
   0.4646465	   547.25606	   577.20307	   577.77778	   585.25007	   544.82476
					
					
   0.4848485	   548.14155	   578.71274	   579.29762	   586.92534	   545.65971
					
					
   0.5050505	   549.04096	   580.21299	   580.80736	   588.58453	   546.51050
					
					
   0.5252525	   549.95351	   581.70266	   582.30581	   590.22636	   547.37639
					
					
   0.5454545	   550.87843	   583.18060	   583.79181	   591.84956	   548.25661
					
					
   0.5656566	   551.81492	   584.64568	   585.26423	   593.45288	   549.15041
					
					
   0.5858586	   552.76218	   586.09678	   586.72191	   595.03508	   550.05701
					
					
   0.6060606	   553.71940	   587.53280	   588.16374	   596.59497	   550.97563
					
					
   0.6262626	   554.68576	   588.95263	   589.58861	   598.13134	   551.90546
					
					
   0.6464646	   555.66044	   590.35521	   590.99542	   599.64303	   552.84573
					
					
   0.6666667	   556.64263	   591.73946	   592.38310	   601.12888	   553.79561
					
					
   0.6868687	   557.63147	   593.10433	   593.75059	   602.58779	   554.75429
					
					
   0.7070707	   558.62615	   594.44880	   595.09685	   604.01864	   555.72096
					
					
   0.7272727	   559.62583	   595.77185	   596.42087	   605.42036	   556.69480
					
					
   0.7474747	   560.62966	   597.07249	   597.72163	   606.79190	   557.67499
					
					
   0.7676768	   561.63682	   598.34973	   598.99816	   608.13225	   558.66069
					
					
   0.7878788	   562.64647	   599.60263	   600.24950	   609.44041	   559.65108
					
					
   0.8080808	   563.65773	   600.83020	   601.47468	   610.71536	   560.64531
					
					
   0.8282828	   564.66985	   602.03163	   602.67286	   611.95628	   561.64260
					
					
   0.8484848	   565.68196	   603.20596	   603.84314	   613.16221	   562.64211
					
					
   0.8686869	   566.69324	   604.35235	   604.98463	   614.33228	   563.64302
					
					
   0.8888889	   567.70286	   605.46995	   606.09652	   615.46567	   564.64450
					
					
   0.9090909	   568.71003	   606.55795	   607.17799	   616.56156	   565.64575
					
					
   0.9292929	   569.71393	   607.61556	   608.22828	   617.61920	   566.64595
					
					
   0.9494949	   570.71378	   608.64201	   609.24664	   618.63785	   567.64432
					
					
   0.9696970	   571.70877	   609.63659	   610.23235	   619.61683	   568.64006
					
					
   0.9898990	   572.69815	   610.59858	   611.18473	   620.55549	   569.63238
					
					
   1.0101010	   573.68114	   611.52732	   612.10315	   621.45322	   570.62052
					
					
   1.0303030	   574.65700	   612.42218	   612.98698	   622.30944	   571.60371
					
					
   1.0505051	   575.62499	   613.28254	   613.83564	   623.12363	   572.58120
					
					
   1.0707071	   576.58438	   614.10784	   614.64860	   623.89531	   573.55226
					
					
   1.0909091	   577.53447	   614.89754	   615.42535	   624.62403	   574.51615
					
					
   1.1111111	   578.47456	   615.65115	   616.16542	   625.30940	   575.47218
					
					
   1.1313131	   579.40398	   616.36820	   616.86839	   625.95107	   576.41964
					
					
   1.1515152	   580.32207	   617.04826	   617.53387	   626.54875	   577.35785
					
					
   1.1717172	   581.22820	   617.69096	   618.16150	   627.10216	   578.28616
					
					
   1.1919192	   582.12168	   618.29585	   618.75090	   627.61100	   579.20386
					
					
