					
   1.2121212	   583.00203	   618.86280	   619.30198	   628.07532	   580.11045
					
					
   1.2323232	   583.86863	   619.39146	   619.81442	   628.49490	   581.00525
					
					
   1.2525253	   584.72090	   619.88160	   620.28804	   628.86967	   581.88769
					
					
   1.2727273	   585.55831	   620.33304	   620.72271	   629.19963	   582.75718
					
					
   1.2929293	   586.38036	   620.74564	   621.11834	   629.48481	   583.61320
					
					
   1.3131313	   587.18655	   621.11928	   621.47485	   629.72528	   584.45521
					
					
   1.3333333	   587.97641	   621.45392	   621.79226	   629.92118	   585.28271
					
					
   1.3535354	   588.74951	   621.74952	   622.07057	   630.07268	   586.09522
					
					
   1.3737374	   589.50542	   622.00611	   622.30988	   630.18001	   586.89228
					
					
   1.3939394	   590.24374	   622.22376	   622.51028	   630.24343	   587.67345
					
					
   1.4141414	   590.96411	   622.40256	   622.67194	   630.26324	   588.43833
					
					
   1.4343434	   591.66619	   622.54265	   622.79504	   630.23982	   589.18652
					
					
   1.4545455	   592.34963	   622.64422	   622.87981	   630.17354	   589.91766
					
					
   1.4747475	   593.01416	   622.70748	   622.92652	   630.06484	   590.63140
					
					
   1.4949495	   593.65949	   622.73268	   622.93547	   629.91420	   591.32742
					
					
   1.5151515	   594.28537	   622.72011	   622.90699	   629.72211	   592.00543
					
					
   1.5353535	   594.89158	   622.67010	   622.84145	   629.48913	   592.66515
					
					
   1.5555556	   595.47791	   622.58300	   622.73926	   629.21582	   593.30632
					
					
   1.5757576	   596.04418	   622.45919	   622.60083	   628.90278	   593.92873
					
					
   1.5959596	   596.59012	   622.29896	   622.42648	   628.55049	   594.53204
					
					
   1.6161616	   597.11580	   622.10301	   622.21697	   628.15991	   595.11629
					
					
   1.6363636	   597.62100	   621.87169	   621.97267	   627.73156	   595.68120
					
					
   1.6565657	   598.10563	   621.60549	   621.69410	   627.26614	   596.22662
					
					
   1.6767677	   598.56959	   621.30491	   621.38180	   626.76435	   596.75242
					
					
   1.6969697	   599.01284	   620.97050	   621.03633	   626.22693	   597.25849
					
					
   1.7171717	   599.43531	   620.60281	   620.65826	   625.65461	   597.74473
					
					
   1.7373737	   599.83699	   620.20240	   620.24819	   625.04813	   598.21107
					
					
   1.7575758	   600.21786	   619.76986	   619.80670	   624.40825	   598.65745
					
					
   1.7777778	   600.57791	   619.30577	   619.33439	   623.73572	   599.08380
					
					
   1.7979798	   600.91716	   618.81074	   618.83188	   623.03130	   599.49010
					
					
   1.8181818	   601.23562	   618.28536	   618.29977	   622.29572	   599.87633
					
					
   1.8383838	   601.53334	   617.73026	   617.73867	   621.52975	   600.24246
					
					
   1.8585859	   601.81035	   617.14604	   617.14918	   620.73410	   600.58849
					
					
   1.8787879	   602.06670	   616.53330	   616.53189	   619.90950	   600.91443
					
					
   1.8989899	   602.30245	   615.89265	   615.88741	   619.05667	   601.22030
					
					
   1.9191919	   602.51765	   615.22469	   615.21630	   618.17628	   601.50610
					
					
   1.9393939	   602.71236	   614.53001	   614.51915	   617.26902	   601.77186
					
					
   1.9595960	   602.88666	   613.80920	   613.79650	   616.33554	   602.01761
					
					
   1.9797980	   603.04061	   613.06282	   613.04889	   615.37646	   602.24337
					
					
   2.	   603.17413	   612.29128	   612.27669	   614.39223	   602.44904
					
